Scrip Code,Symbol,Scrip Name,ISIN,Instrument Type
543720,KFINTECH,KFin Technologies Ltd,INE138Y01010,Equity
543725,ELIN,Elin Electronics Ltd,INE050401020,Equity
543732,RADIANTCMS,Radiant Cash Management Services Ltd,INE855R01021,Equity
543737,AVEER,Aveer Foods Ltd,INE09BN01011,Equity
543738,BANKADD,DSP Nifty Bank ETF,INF740KA1RX3,Equity
543743,AERONEU,Aeroflex Neu Ltd,INE035801013,Equity
543744,REXSEAL,Rex Sealing and Packing Industries Ltd,INE0MFT01014,Equity
543745,SVS,SVS Ventures Ltd,INE0MID01012,Equity
543746,LOGICA,Logica Infoway Ltd,INE0BSU01018,Equity
543747,KAMOPAINTS,Kamdhenu Ventures Ltd,INE0BTI01037,Equity
543748,AARTIPHARM,Aarti Pharmalabs Ltd,INE0LRU01027,Equity
543753,DHARNI,Dharni Capital Services Ltd,INE0M9Q01011,Equity
543754,TRANSVOY,Transvoy Logistics India Ltd,INE0MPU01011,Equity
543765,EARTH,Earthstahl & Alloys Ltd,INE0O4V01010,Equity
543766,ASHIKA,Ashika Credit Capital Ltd,INE094B01013,Equity
543767,BTML,Bodhi Tree Multimedia Ltd,INE0EEJ01023,Equity
543768,NSLNISP,NMDC Steel Ltd,INE0NNS01018,Equity
543769,INDONG,Indong Tea Company Ltd,INE0KN201016,Equity
543774,HDFCBSE500,HDFC S&P BSE 500 ETF,INF179KC1EZ4,Equity
543775,HDFCSML250,HDFC NIFTY Smallcap 250 ETF,INF179KC1FB2,Equity
543776,HDFCMID150,HDFC NIFTY Midcap 150 ETF,INF179KC1HT0,Equity
543782,SEALMATIC,Sealmatic India Ltd,INE0O4601016,Equity
543787,ROBU,Macfos Ltd,INE0OLH01013,Equity
543798,PATRON,Patron Exim Ltd,INE0NPA01011,Equity
543799,SVJ,S. V. J. ENTERPRISES Ltd,INE0JZS01010,Equity
543804,AMANAYA,Amanaya Ventures Ltd,INE0G1V01016,Equity
543805,RESGEN,Resgen Ltd,INE0NYN01016,Equity
543806,ITCONS,ITCONS E-Solutions Ltd,INE0O6A01019,Equity
543811,AIRAN,Airan Ltd,INE645W01026,Equity
543812,DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS Ltd,INE753U01022,Equity
543814,PCL,Prospect Consumer Products Ltd,INE0OKG01017,Equity
543819,PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,INF109KC10S8,Equity
543828,SUDARSHAN,Sudarshan Pharma Industries Ltd,INE00TV01023,Equity
543829,GSLSU,Global Surfaces Ltd,INE0JSX01015,Equity
543830,LABELKRAFT,Labelkraft Technologies Ltd,INE0NLJ01011,Equity
543831,BRIGHT,Bright Outdoor Media Ltd,INE0OMI01019,Equity
543843,COMMAND,Command Polymers Ltd,INE0LKQ01012,Equity
543848,DEVLAB,Dev Labtech Venture Ltd,INE0NIJ01017,Equity
543853,AXSENSEX,AXIS S&P BSE SENSEX ETF,INF846K010Q0,Equity
543858,LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,INF769K01JU9,Equity
543860,JAFINANCE,J.A. Finance Ltd,INE825B01010,Equity
543861,USK,Udayshivakumar Infra Ltd,INE0N0Y01013,Equity
543874,MAIDEN,Maiden Forgings Ltd,INE0O1T01010,Equity
543895,EXHICON,Exhicon Events Media Solutions Ltd,INE0O8901016,Equity
543896,AVALON,Avalon Technologies Ltd,INE0LCL01028,Equity
543897,SANCODE,Sancode Technologies Ltd,INE0P7001013,Equity
543898,BLAL,BEML Land Assets Ltd,INE0N7W01012,Equity
543901,RHL,Robust Hotels Ltd,INE508K01013,Equity
543902,RETINA,Retina Paints Ltd,INE0NTC01019,Equity
543904,MANKIND,Mankind Pharma Ltd,INE634S01028,Equity
543905,INNOKAIZ,Innokaiz India Ltd,INE0LDI01022,Equity
543910,AVG,AVG Logistics Ltd,INE680Z01018,Equity
543911,ATALREAL,Atal Realtech Ltd,INE0ALR01029,Equity
543912,PIGL,Power and Instrumentation (Gujarat) Ltd,INE557Z01018,Equity
543914,SWATIPRO,Swati Projects Ltd,INE210F01016,Equity
543915,PAVNAIND,Pavna Industries Ltd,INE07S101038,Equity
543916,HSIL,Hemant Surgical Industries Ltd,INE0GYI01028,Equity
543917,SIGMA,Sigma Solve Ltd,INE0A0S01028,Equity
543918,GHCLTEXTIL,GHCL Textiles Ltd,INE0PA801013,Equity
543919,MKPL,M. K. Proteins Ltd,INE964W01021,Equity
543920,CFF,CFF Fluid Control Ltd,INE0NJ001013,Equity
543921,COMRADE,Comrade Appliances Ltd,INE0NXA01015,Equity
543923,IKIO,IKIO Technologies Ltd,INE0LOJ01019,Equity
543924,SONALIS,Sonalis Consumer Products Ltd,INE0N5O01013,Equity
543926,BIZOTIC,Bizotic Commercial Ltd,INE0OJ401014,Equity
543927,ASIAN,Asian Warehousing Ltd,INE04Z101016,Equity
543928,COSMICCRF,Cosmic CRF Ltd,INE0ORA01015,Equity
543929,HMAAGRO,HMA Agro Industries Ltd,INE0ECP01024,Equity
543930,URAVIDEF,Uravi Defence and Technology Ltd,INE568Z01015,Equity
543931,VEEFIN,Veefin Solutions Ltd,INE0Q0M01015,Equity
543932,IDEAFORGE,Ideaforge Technology Ltd,INE349Y01013,Equity
543933,CYIENTDLM,Cyient DLM Ltd,INE055S01018,Equity
543934,MACIND,Machhar Industries Ltd,INE01BT01015,Equity
543935,ITADD,DSP Nifty IT ETF,INF740KA1SX1,Equity
543936,SENCO,Senco Gold Ltd,INE602W01027,Equity
543937,ALPHAIND,Alphalogic Industries Ltd,INE0NZF01019,Equity
543938,ACCELERATE,Acceleratebs India Ltd,INE0POP01017,Equity
543939,KAKA,Kaka Industries Ltd,INE0P3N01018,Equity
543940,JIOFIN,Jio Financial Services Ltd,INE758E01017,Equity
543941,AHASOLAR,Ahasolar Technologies Ltd,INE0NEV01011,Equity
543942,UTKARSHBNK,Utkarsh Small Finance Bank Ltd,INE735W01017,Equity
543943,ASARFI,Asarfi Hospital Ltd,INE0DN001027,Equity
543944,BANKETF,Mirae Asset Nifty Bank ETF,INF769K01KR3,Equity
543945,NETWEB,Netweb Technologies India Ltd,INE0NT901020,Equity
543947,SENSEXADD,DSP BSE Sensex ETF,INF740KA1SZ6,Equity
543948,PSUBANKADD,DSP Nifty PSU Bank ETF,INF740KA1SY9,Equity
543949,PVTBANKADD,DSP Private Bank ETF,INF740KA1TA7,Equity
543950,YATHARTH,Yatharth Hospital & Trauma Care Services Ltd,INE0JO301016,Equity
543951,INNOVATUS,Innovatus Entertainment Networks Ltd,INE0LYO01018,Equity
543952,NIITMTS,NIIT Learning Systems Ltd,INE342G01023,Equity
543953,KHAZANCHI,Khazanchi Jewellers Ltd,INE0OWC01011,Equity
543954,ATL,Allcargo Terminals Ltd,INE0NN701020,Equity
543955,TREL,Transindia Real Estate Ltd,INE0O3901029,Equity
543956,QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,INF109KC18V5,Equity
543957,REDTAPE,Redtape Ltd,INE0LXT01019,Equity
543958,VLEGOV,VL E-Governance & IT Solutions Ltd,INE03HW01020,Equity
543959,SBFC,SBFC Finance Ltd,INE423Y01016,Equity
543960,CONCORDBIO,Concord Biotech Ltd,INE338H01029,Equity
543962,DPWIRES,D.P. Wires Ltd,INE864X01013,Equity
543963,SHELTER,Shelter Pharma Ltd,INE013V01011,Equity
543965,TVSSCS,TVS Supply Chain Solutions Ltd,INE395N01027,Equity
543969,PYRAMID,Pyramid Technoplast Ltd,INE0MIS01010,Equity
543970,SHOORA,Shoora Designs Ltd,INE0OJZ01019,Equity
543971,BONDADA,Bondada Engineering Ltd,INE0Q8P01029,Equity
543972,AEROFLEX,Aeroflex Industries Ltd,INE024001021,Equity
543974,VPRPL,Vishnu Prakash R Punglia Ltd,INE0AE001013,Equity
543975,MIDCAPBETA,UTI NIFTY MIDCAP 150 ETF,INF789F1AYX9,Equity
543976,SHRAAITECH,Shradha AI Technologies Ltd,INE489B01031,Equity
543977,RISHABH,Rishabh Instruments Ltd,INE0N2P01017,Equity
543978,RATNAVEER,Ratnaveer Precision Engineering Ltd,INE05CZ01011,Equity
543979,KAHAN,Kahan Packaging Ltd,INE04T901017,Equity
543980,JLHL,Jupiter Life Line Hospitals Ltd,INE682M01012,Equity
543981,RRKABEL,R R Kabel Ltd,INE777K01022,Equity
543982,QUESTFLOW,Quest Flow Controls Ltd,INE0OYE01013,Equity
543983,EMSLIMITED,EMS Ltd,INE0OV601013,Equity
543984,SAMHI,Samhi Hotels Ltd,INE08U801020,Equity
543985,ZAGGLE,Zaggle Prepaid Ocean Services Ltd,INE07K301024,Equity
543986,SOUTHWEST,South West Pinnacle Exploration Ltd,INE980Y01015,Equity
543987,NAVINIFTY,NAVI NIFTY 50 ETF,INF959L01HI3,Equity
543988,NUVAMA,Nuvama Wealth Management Ltd,INE531F01023,Equity
543989,KALAMANDIR,Sai Silks (Kalamandir) Ltd,INE438K01021,Equity
543990,SIGNATURE,Signatureglobal (India) Ltd,INE903U01023,Equity
543991,TECHKGREEN,Techknowgreen Solutions Ltd,INE0P4P01011,Equity
543992,YATRA,Yatra Online Ltd,INE0JR601024,Equity
543993,ARCL,ARCL Organics Ltd,INE372M01010,Equity
543994,JSWINFRA,JSW Infrastructure Ltd,INE880J01026,Equity
543995,MVGJL,Manoj Vaibhav Gems N Jewellers Ltd,INE0KNT01012,Equity
543996,UDS,Updater Services Ltd,INE851I01011,Equity
543997,ORGANICREC,Organic Recycling Systems Ltd,INE0MIO01019,Equity
543998,VALIANTLAB,Valiant Laboratories Ltd,INE0JWS01017,Equity
543999,SENSEXETF,Mirae Asset S&P BSE Sensex ETF,INF769K01KT9,Equity
544000,CCAL,City Crops Agro Ltd,INE0M7501019,Equity
544001,SUNITATOOL,Sunita Tools Ltd,INE0Q1S01010,Equity
544002,VIVAA,Vivaa Tradecom Ltd,INE0PA601017,Equity
544003,PLAZACABLE,Plaza Wires Ltd,INE0INJ01017,Equity
544004,IRMENERGY,IRM Energy Ltd,INE07U701015,Equity
544006,ITETF,Mirae Asset Nifty IT ETF,INF769K01KV5,Equity
544007,ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF,INF769K01KU7,Equity
544008,MAXESTATES,Max Estates Ltd,INE03EI01018,Equity
544009,BLUEJET,Blue Jet Healthcare Ltd,INE0KBH01020,Equity
544011,VPL,Vrundavan Plantation Ltd,INE0Q6901013,Equity
544012,CELLO,Cello World Ltd,INE0LMW01024,Equity
544013,KKSHL,KK Shah Hospitals Ltd,INE0OH401016,Equity
544014,HONASA,Honasa Consumer Ltd,INE0J5401028,Equity
544015,MISHDESIGN,Mish Designs Ltd,INE0QI101019,Equity
544020,ESAFSFB,ESAF Small Finance Bank Ltd,INE818W01011,Equity
544021,PROTEAN,Protean eGov Technologies Ltd,INE004A01022,Equity
544022,ASKAUTOLTD,ASK Automotive Ltd,INE491J01022,Equity
544023,KALYANI,Kalyani Cast-Tech Ltd,INE0N6U01018,Equity
544025,ARROWHEAD,Arrowhead Seperation Engineering Ltd,INE0PP401015,Equity
544026,IREDA,Indian Renewable Energy Development Agency Ltd,INE202E01016,Equity
544027,FEDFINA,Fedbank Financial Services Ltd,INE007N01010,Equity
544028,TATATECH,Tata Technologies Ltd,INE142M01025,Equity
544029,GANDHAR,Gandhar Oil Refinery (India) Ltd,INE717W01049,Equity
544030,FLAIR,Flair Writing Industries Ltd,INE00Y201027,Equity
544035,SPL,Swashthik Plascon Ltd,INE0RDR01012,Equity
544036,DEEPAKCHEM,Deepak Chemtex Ltd,INE0RDM01013,Equity
544037,AMIC,Amic Forging Ltd,INE0P9J01013,Equity
544042,BAJEL,Bajel Projects Ltd,INE0KQN01018,Equity
544044,INDIASHLTR,India Shelter Finance Corporation Ltd,INE922K01024,Equity
544045,DOMS,DOMS Industries Ltd,INE321T01012,Equity
544046,INOXINDIA,INOX India Ltd,INE616N01034,Equity
544047,SIYARAM,Siyaram Recycling Industries Ltd,INE0QSK01017,Equity
544052,BENCHMARK,Benchmark Computer Solutions Ltd,INE0Q2Z01013,Equity
544053,MOTISONS,Motisons Jewellers Ltd,INE0FRK01020,Equity
544054,SURAJEST,Suraj Estate Developers Ltd,INE843S01025,Equity
544055,MUTHOOTMF,Muthoot Microfin Ltd,INE046W01019,Equity
544056,SMARITIME,Sahara Maritime Ltd,INE0PSJ01011,Equity
544057,HAPPYFORGE,Happy Forgings Ltd,INE330T01021,Equity
544058,MUFTI,Credo Brands Marketing Ltd,INE220Q01020,Equity
544059,SHANTIDENM,Shanti Spintex Ltd,INE0QZQ01019,Equity
544060,RBZJEWEL,RBZ Jewellers Ltd,INE0PEQ01016,Equity
544061,AZAD,Azad Engineering Ltd,INE02IJ01035,Equity
544066,SUNCLAY,Sundaram-Clayton Ltd,INE0Q3R01026,Equity
544067,INNOVACAP,Innova Captab Ltd,INE0DUT01020,Equity
544072,AIKPIPES,AIK Pipes and Polymers Ltd,INE0QFT01015,Equity
544073,MCPL,Manoj Ceramic Ltd,INE0A6N01026,Equity
544074,SBVCL,Shri Balaji Valve Components Ltd,INE0RNZ01014,Equity
544079,DIGIDRIVE,Digidrive Distributors Ltd,INE0PSC01024,Equity
544080,SHILINDORE,Sayaji Hotels (Indore) Ltd,INE0MGS01014,Equity
544081,JYOTICNC,Jyoti CNC Automation Ltd,INE980O01024,Equity
544082,SWANAGRO,New Swan Multitech Ltd,INE0GEN01012,Equity
544083,SHREE,Shree Marutinandan Tubes Ltd,INE0QIS01011,Equity
544088,MEDIASSIST,Medi Assist Healthcare Services Ltd,INE456Z01021,Equity
544090,SHPLPUNE,Sayaji Hotels (Pune) Ltd,INE07G501017,Equity
544091,QLL,Qualitek Labs Ltd,INE0Q1R01012,Equity
544092,NIFTYBETF,Bajaj Finserv Nifty 50 ETF,INF0QA701722,Equity
544093,BANKBETF,Bajaj Finserv Nifty Bank ETF,INF0QA701714,Equity
544094,EUPHORIAIT,Euphoria Infotech (India) Ltd,INE0PYT01018,Equity
544095,EPACK,EPACK Durable Ltd,INE0G5901015,Equity
544100,NOVAAGRI,Nova Agritech Ltd,INE02H701025,Equity
544101,BRISK,Brisk Technovision Ltd,INE0Q6L01014,Equity
544102,ITBETA,UTI NIFTY IT ETF,INF789F1AZD8,Equity
544105,HARSHDEEP,Harshdeep Hortico Ltd,INE0OLZ01015,Equity
544106,MCFL,Mayank Cattle Food Ltd,INE0R5Z01015,Equity
544107,BLSE,BLS E-Services Ltd,INE0NLT01010,Equity
544108,GPSL,Gabriel Pet Straps Ltd,INE0QZF01012,Equity
544109,HEALTHADD,DSP Nifty Healthcare ETF,INF740KA1UF4,Equity
544110,HDFCPSUBK,HDFC Nifty PSU Bank ETF,INF179KC1HW4,Equity
544111,PARKHOTELS,Apeejay Surrendra Park Hotels Ltd,INE988S01028,Equity
544112,JGTL,Jasch Gauging Technologies Ltd,INE0QXV01014,Equity
544117,SIGNPOST,Signpost India Ltd,INE0KGZ01021,Equity
544118,JSFB,Jana Small Finance Bank Ltd,INE953L01027,Equity
544119,RPTECH,Rashi Peripherals Ltd,INE0J1F01024,Equity
544120,CAPITALSFB,Capital Small Finance Bank Ltd,INE646H01017,Equity
544121,RUDRAGAS,Rudra Gas Enterprise Ltd,INE0OYK01010,Equity
544122,ENTERO,Entero Healthcare Solutions Ltd,INE010601016,Equity
544123,LICNMID100,LIC MF Nifty Midcap 100 ETF,INF767K01RN1,Equity
544124,VSTL,Vibhor Steel Tubes Ltd,INE0QTF01015,Equity
544129,JUNIPER,Juniper Hotels Ltd,INE696F01016,Equity
544130,SMALLCAP,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,INF769K01LC3,Equity
544131,GPTHEALTH,GPT Healthcare Ltd,INE486R01017,Equity
544133,EXICOM,Exicom Tele-Systems Ltd,INE777F01014,Equity
544134,PLATIND,Platinum Industries Ltd,INE0PT501018,Equity
544135,MUKKA,Mukka Proteins Ltd,INE0CG401037,Equity
544136,RKSWAMY,R K Swamy Ltd,INE0NQ801033,Equity
544138,JGCHEM,J.G.Chemicals Ltd,INE0MB501011,Equity
544139,KOURA,Koura Fine Diamond Jewelry Ltd,INE0M8R01011,Equity
544140,GOPAL,Gopal Snacks Ltd,INE0L9R01028,Equity
544141,PESB,Pune E - Stock Broking Ltd,INE510U01018,Equity
544142,SCILAL,Shipping Corporation of India Land and Assets Ltd,INE0PB301013,Equity
544143,ROYAL,Royal Sense Ltd,INE0QQG01019,Equity
544144,PVSL,Popular Vehicles and Services Ltd,INE772T01024,Equity
544149,KRYSTAL,Krystal Integrated Services Ltd,INE0QN801017,Equity
544150,KPGEL,KP Green Engineering Ltd,INE0QVH01025,Equity
544151,CHATHA,Chatha Foods Ltd,INE0AH901011,Equity
544156,GCONNECT,Gconnect Logitech and Supply Chain Ltd,INE0QHY01011,Equity
544157,VRUDDHI,Vruddhi Engineering Works Ltd,INE0OMZ01013,Equity
544158,SRM,SRM Contractors Ltd,INE0R6Z01013,Equity
544160,JAYKAILASH,Jay Kailash Namkeen Ltd,INE0MSS01019,Equity
544161,DPABHUSHAN,D.P. Abhushan Ltd,INE266Y01019,Equity
544162,BHARTIHEXA,Bharti Hexacom Ltd,INE343G01021,Equity
544163,GVL,Greenhitech Ventures Ltd,INE0S0701019,Equity
544164,FAALCON,Faalcon Concepts Ltd,INE0Q9W01015,Equity
544165,SHIVAM,Shivam Chemicals Ltd,INE0SGR01013,Equity
544166,EMMFORCE,Emmforce Autotech Ltd,INE0SDC01012,Equity
544167,JNKINDIA,JNK India Ltd,INE0OAF01028,Equity
544168,VARYAA,Varyaa Creations Ltd,INE0R6801013,Equity
544169,AMKAY,Amkay Products Ltd,INE0QSB01016,Equity
544170,DKUAL,Dolphin Kitchen Utensils and Appliances Ltd,INE0QXT01018,Equity
544171,STAL,Storage Technologies and Automation Ltd,INE0RGM01016,Equity
544172,INDGN,Indegene Ltd,INE065X01017,Equity
544173,FTL,Finelistings Technologies Ltd,INE0QOQ01013,Equity
544174,TBOTEK,TBO TEK Ltd,INE673O01025,Equity
544175,TGIF,TGIF Agribusiness Ltd,INE0SMU01015,Equity
544176,AADHARHFC,Aadhar Housing Finance Ltd,INE883F01010,Equity
544177,AZTEC,Aztec Fluids & Machinery Ltd,INE0SCB01016,Equity
544178,PIOTEX,Piotex Industries Ltd,INE0R4W01015,Equity
544179,GODIGIT,Go Digit General Insurance Ltd,INE03JT01014,Equity
544180,MIDSMALL,Mirae Asset Nifty Midsmallcap400 Momentum Quality 100 ETF,INF769K01LJ8,Equity
544181,AWFIS,Awfis Space Solutions Ltd,INE108V01019,Equity
544183,ASSOCIATED,Associated Coaters Ltd,INE0RIQ01013,Equity
544184,BOROSCI,Borosil Scientific Ltd,INE02L001032,Equity
544185,ADTECH,Adtech Systems Ltd,INE257C01014,Equity
544186,TOTEM,Forbes Precision Tools and Machine Parts Ltd,INE0TT901016,Equity
544187,KRONOX,Kronox Lab Sciences Ltd,INE0ATZ01017,Equity
544188,MAGENTA,Magenta Lifecare Ltd,INE0QZ901011,Equity
544189,SATTRIX,Sattrix Information Security Ltd,INE0QUV01010,Equity
544190,3CIT,3C IT Solutions and Telecoms (India) Ltd,INE0R7D01018,Equity
544191,PURPLEFIN,Purple Finance Ltd,INE0CYK01015,Equity
544192,IXIGO,Le Travenues Technology Ltd,INE0HV901016,Equity
544193,MID150CASE,ZERODHA NIFTY MIDCAP 150 ETF,INF0R8F01059,Equity
544194,TOP100CASE,ZERODHA NIFTY 100 ETF,INF0R8F01067,Equity
544195,COTFAB,United Cotfab Ltd,INE0S0I01011,Equity
544196,BBNPNBETF,Baroda BNP Paribas Nifty Bank ETF,INF251K01TL6,Equity
544197,RETAIL,JHS Svendgaard Retail Ventures Ltd,INE03DD01011,Equity
544198,DEEDEV,Dee Development Engineers Ltd,INE841L01016,Equity
544199,GEMENVIRO,GEM Enviro Management Ltd,INE0RUJ01013,Equity
544200,AFIL,Akme Fintrade (India) Ltd,INE916Y01027,Equity
544201,DFPL,Dindigul Farm Product Ltd,INE0S6R01027,Equity
544202,STANLEY,Stanley Lifestyles Ltd,INE01A001028,Equity
544203,ABDL,Allied Blenders and Distillers Ltd,INE552Z01027,Equity
544204,VRAJ,Vraj Iron And Steel Ltd,INE0S2V01010,Equity
544205,NPL,National Peroxide Ltd,INE0PO601011,Equity
544207,RELIABLE,Reliable Data Services Ltd,INE375Y01018,Equity
544209,BANSALWIRE,Bansal Wire Industries Ltd,INE0B9K01025,Equity
544210,EMCURE,Emcure Pharmaceuticals Ltd,INE168P01015,Equity
544212,EVINDIA,Mirae Asset Nifty EV and New Age Automotive ETF,INF769K01LQ3,Equity
544213,ACLD,Aelea Commodities Ltd,INE0T3401029,Equity
544214,THREEMPAPE,Three M Paper Boards Ltd,INE0UK501010,Equity
544215,SBINEQWETF,SBI NIFTY50 EQUAL WEIGHT ETF,INF200KB1282,Equity
544216,OILIETF,ICICI Prudential Nifty Oil & Gas ETF,INF109KC18W3,Equity
544217,SANSTAR,Sanstar Ltd,INE08NE01025,Equity
544218,ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,INF209KB19Z4,Equity
544219,VVIPIL,VVIP Infratech Ltd,INE0MNP01016,Equity
544220,CTLLAB,Clinitech Laboratory Ltd,INE0QMR01015,Equity
544221,KIZI,Kizi Apparels Ltd,INE0RMR01013,Equity
544222,AKUMS,Akums Drugs and Pharmaceuticals Ltd,INE09XN01023,Equity
544223,CEIGALL,Ceigall India Ltd,INE0AG901020,Equity
544224,AFCOM,Afcom Holdings Ltd,INE0OXY01013,Equity
544225,OLAELEC,Ola Electric Mobility Ltd,INE0LXG01040,Equity
544226,FIRSTCRY,Brainbees Solutions Ltd,INE02RE01045,Equity
544227,UNIECOM,Unicommerce Esolutions Ltd,INE00U401027,Equity
544229,METALIETF,ICICI Prudential Nifty Metal ETF,INF109KC19W1,Equity
544230,SSDL,Saraswati Saree Depot Ltd,INE0PQ101010,Equity
544231,BROACH,Broach Lifecare Hospital Ltd,INE0SFZ01018,Equity
544232,INTERARCH,Interarch Building Solutions Ltd,INE00M901018,Equity
544233,MFML,Mahalaxmi Fabric Mills Ltd,INE0US801024,Equity
544234,GLOBALE,Globale Tessile Ltd,INE0URU01010,Equity
544235,ORIENTTECH,Orient Technologies Ltd,INE0PPK01015,Equity
544236,RAL,Resourceful Automobile Ltd,INE0SK201011,Equity
544237,RAPID,Rapid Multimodal logistics Ltd,INE0QA901010,Equity
544238,PREMIERENE,Premier Energies Ltd,INE0BS701011,Equity
544239,ECOSMOBLTY,ECOS (India) Mobility & Hospitality Ltd,INE06HJ01020,Equity
544240,RAYMONDLSL,Raymond Lifestyle Ltd,INE02ID01020,Equity
544241,MULTICAP,Mirae Asset Nifty500 Multicap 50:25:25 ETF,INF769K01LX9,Equity
544242,TRAVELS,Travels & Rentals Ltd,INE0SG001011,Equity
544243,STYLEBAAZA,Baazar Style Retail Ltd,INE01FR01028,Equity
544244,GALAPREC,Gala Precision Engineering Ltd,INE0RE001014,Equity
544245,NHL,Naturewings Holidays Ltd,INE0N4701016,Equity
544246,RVTH,Revathi Equipment India Ltd,INE0DAB01012,Equity
544247,TOP10ADD,DSP Nifty Top 10 Equal Weight ETF,INF740KA1UR9,Equity
544248,MCEL,Mach Conferences And Events Ltd,INE0UYT01018,Equity
544249,BALAJEE,Shree Tirupati Balajee Agro Trading Company Ltd,INE0S2G01011,Equity
544250,SANOFICONR,Sanofi Consumer Healthcare India Ltd,INE0UOS01011,Equity
544251,SSL,Share Samadhan Ltd,INE0LY301010,Equity
544252,BAJAJHFL,Bajaj Housing Finance Ltd,INE377Y01014,Equity
544253,KROSS,Kross Ltd,INE0O6601022,Equity
544254,TOLINS,Tolins Tyres Ltd,INE0RWQ01014,Equity
544256,PNGJL,P N Gadgil Jewellers Ltd,INE953R01016,Equity
544257,SAFE,Sodhani Academy of Fintech Enablers Ltd,INE0Q3401017,Equity
544258,WCIL,Western Carriers (India) Ltd,INE0CJF01024,Equity
544259,PFL,Popular Foundations Ltd,INE0PZB01013,Equity
544260,NORTHARC,Northern Arc Capital Ltd,INE850M01015,Equity
544261,ARKADE,Arkade Developers Ltd,INE0QRL01017,Equity
544262,MANBA,Manba Finance Ltd,INE939X01013,Equity
544263,KRN,KRN Heat Exchanger And Refrigeration Ltd,INE0Q3J01015,Equity
544264,DIFFNKG,Diffusion Engineers Ltd,INE184O01015,Equity
544265,NEXXUS,Nexxus Petro Industries Ltd,INE0QUL01011,Equity
544266,BANKPSU,Mirae Asset Nifty PSU Bank ETF,INF769K01LZ4,Equity
544267,SUBAM,Subam Papers Ltd,INE0U6201010,Equity
544268,METAL,Mirae Asset Nifty Metal ETF,INF769K01LY7,Equity
544269,NPFL,Neopolitan Pizza And Foods Ltd,INE471R01019,Equity
544270,KGVL,Khyati Global Ventures Ltd,INE0S9501014,Equity
544271,GARUDA,Garuda Construction and Engineering Ltd,INE0JVO01026,Equity
544272,SHIVTEXCHEM,Shiv Texchem Ltd,INE0YRO01015,Equity
544273,MGEL,Mangalam Global Enterprise Ltd,INE0APB01032,Equity
544274,HYUNDAI,Hyundai Motor India Ltd,INE0V6F01027,Equity
544275,VAL30IETF,ICICI Prudential Nifty200 Value 30 ETF,INF109KC16X5,Equity
544276,DBEIL,Deepak Builders and Engineers India Ltd,INE0OPA01019,Equity
544277,WAAREEENER,Waaree Energies Ltd,INE377N01017,Equity
544278,OCCLLTD,OCCL Ltd,INE0PK601023,Equity
544279,GODAVARIB,Godavari Biorefineries Ltd,INE497S01012,Equity
544280,AFCONS,Afcons Infrastructure Ltd,INE101I01011,Equity
544281,ABINFRA,A B Infrabuild Ltd,INE00YB01025,Equity
544282,SAGILITY,Sagility Ltd,INE0W2G01015,Equity
544283,ACMESOLAR,ACME Solar Holdings Ltd,INE622W01025,Equity
544285,SWIGGY,Swiggy Ltd,INE00H001014,Equity
544286,NIVABUPA,Niva Bupa Health Insurance Company Ltd,INE995S01015,Equity
544287,MANGALCOMP,Mangal Compusolution Ltd,INE0RU901015,Equity
544288,BLACKBUCK,Black Buck Ltd,INE0UIZ01018,Equity
544289,NTPCGREEN,NTPC Green Energy Ltd,INE0ONG01011,Equity
544290,EIEL,Enviro Infra Engineers Ltd,INE0LLY01014,Equity
544291,RAJESH,Rajesh Power Services Ltd,INE0VN801010,Equity
544292,ONESOURCE,Onesource Specialty Pharma Ltd,INE013P01021,Equity
544293,SURAKSHA,Suraksha Diagnostic Ltd,INE877V01027,Equity
544294,ROSSTECH,Rossell Techsys Ltd,INE0OJW01016,Equity
544296,NISUS,Nisus Finance Services Co Ltd,INE0DQN01013,Equity
544301,ODIGMA,Odigma Consultancy Solutions Ltd,INE054301028,Equity
544302,INNOVANA,Innovana Thinklabs Ltd,INE403Y01018,Equity
544303,TTC,Toss The Coin Ltd,INE0XAY01012,Equity
544304,JUNGLECAMP,Jungle Camps India Ltd,INE0WCH01015,Equity
544305,MOBIKWIK,One Mobikwik Systems Ltd,INE0HLU01028,Equity
544306,SAILIFE,Sai Life Sciences Ltd,INE570L01029,Equity
544307,VMM,Vishal Mega Mart Ltd,INE01EA01019,Equity
544308,HILLTONE,Hilltone Software and Gases Ltd,INE168C01013,Equity
544309,IKS,Inventurus Knowledge Solutions Ltd,INE115Q01022,Equity
544310,YASHHV,Yash Highvoltage Ltd,INE00GK01023,Equity
544311,IGIL,International Gemmological Institute India Ltd,INE0Q9301021,Equity
544312,HAMPS,Hamps Bio Ltd,INE0QBD01018,Equity
544313,NACDAC,NACDAC Infrastructure Ltd,INE0LB101011,Equity
544314,SANATHAN,Sanathan Textiles Ltd,INE0JPD01013,Equity
544315,CEWATER,Concord Enviro Systems Ltd,INE037Z01029,Equity
