date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2025-12-01 00:00:00+05:30,1825.1,1836.8,1772.4,1789.4,187779.0,0.0,0.0,
2025-12-02 00:00:00+05:30,1787.1,1814.4,1770.0,1776.8,127698.0,0.0,0.0,
2025-12-03 00:00:00+05:30,1775.0,1798.2,1766.9,1788.6,163330.0,0.0,0.0,
2025-12-04 00:00:00+05:30,1780.0,1818.0,1780.0,1800.3,154839.0,0.0,0.0,
2025-12-05 00:00:00+05:30,1800.0,1815.6,1781.7,1793.5,152874.0,0.0,0.0,
2025-12-08 00:00:00+05:30,1799.8,1838.6,1780.3,1796.7,260210.0,0.0,0.0,
2025-12-09 00:00:00+05:30,1780.0,1820.0,1730.0,1802.4,310084.0,0.0,0.0,
2025-12-10 00:00:00+05:30,1811.8,1844.1,1789.9,1799.0,108557.0,0.0,0.0,
2025-12-11 00:00:00+05:30,1796.9,1829.7,1767.0,1772.8,86756.0,0.0,0.0,
2025-12-12 00:00:00+05:30,1784.3,1850.0,1784.3,1844.2,286250.0,0.0,0.0,
2025-12-15 00:00:00+05:30,1844.0,1875.0,1831.4,1864.7,205093.0,0.0,0.0,
2025-12-16 00:00:00+05:30,1867.1,1877.4,1817.0,1847.4,222864.0,0.0,0.0,
2025-12-17 00:00:00+05:30,1845.4,1861.1,1822.2,1835.5,119275.0,0.0,0.0,
2025-12-18 00:00:00+05:30,1825.9,1832.5,1794.0,1820.6,118811.0,0.0,0.0,
2025-12-19 00:00:00+05:30,1823.6,1849.0,1782.5,1811.2,451688.0,0.0,0.0,
2025-12-22 00:00:00+05:30,1819.7,1850.9,1815.0,1844.0,171682.0,0.0,0.0,
2025-12-23 00:00:00+05:30,1844.9,1857.0,1829.9,1845.1,121674.0,0.0,0.0,
2025-12-24 00:00:00+05:30,1845.0,1880.0,1831.4,1867.9,191514.0,0.0,0.0,
2025-12-26 00:00:00+05:30,1881.0,1910.0,1850.0,1875.4,359965.0,0.0,0.0,
2025-12-29 00:00:00+05:30,1880.5,1913.6,1816.1,1851.5,316846.0,0.0,0.0,
